,Name,Cuisine_Type,Rating,Review_Count
3774,EL VILLA Vermuteria del Mar,"['Mediterranean', 'Spanish']",4.5,28
3775,Tabo,"['Latin', 'Chilean']",4.0,50
3776,El Caliu de Gracia,"['European', 'Mediterranean']",4.0,86
3777,Blue Spot Barcelona,"['Mediterranean', 'European']",3.5,252
3778,La Sagrada Bodegueta,"['Mediterranean', 'Spanish']",4.0,88
3779,Restaurant Junca,"['Bar', 'Grill']",5.0,7
3780,Barcellona spagns,['$$ - $$$'],4.0,46
3781,Cuvi,"['Mediterranean', 'Spanish']",5.0,12
3782,Keik,"['European', 'Mediterranean']",4.0,148
3783,La turuleca,"['Peruvian', 'Latin']",3.5,214
3784,Tower Bar,['Spanish'],5.0,17
3785,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
3786,Papagayo Cocktails and Food,[],5.0,10
3787,Pizzeria Napoli Centrale,"['Spanish', 'Italian']",3.5,131
3788,Figo the hangover place,[],5.0,10
3789,Bar Salvatge,['Wine Bar'],4.0,38
3790,Ca La Nuri,"['Seafood', 'Mediterranean']",3.5,1077
3791,YUBI Barcelona,"['French', 'Japanese']",4.0,15
3792,Taverna La Llesca,"['Steakhouse', 'Barbecue']",3.5,110
3793,Farga Beethoven,"['Mediterranean', 'European']",4.0,110
3794,Garbo,"['Mediterranean', 'Spanish']",4.0,100
3795,Obrador Sant Pere,"['Spanish', 'Mediterranean']",4.5,26
3796,Pescadea - Fresh Fish Panini,"['Mediterranean', 'Italian']",5.0,11
3797,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
3798,Al Maghribia,"['Middle Eastern', 'Fast Food']",4.5,22
3799,Pizzeria Ristorante Arrabbiata,"['Italian', 'Pizza']",4.5,37
3800,L'Oliva,"['Mediterranean', 'Spanish']",4.0,59
3801,216 Grammi Poblenou,['Mediterranean'],4.5,12
3802,El Coc,"['Mediterranean', 'Healthy']",4.5,28
3803,Jay's Japanese,['Japanese'],5.0,54
3804,Melrose Dumpling House,"['Japanese', 'Asian']",4.0,51
3805,Marles,"['Mediterranean', 'Spanish']",4.5,17
3806,The Happy Traveler,"['Bar', 'Cafe']",5.0,13
3807,Restaurant Mirador del Palau,"['Mediterranean', 'European']",4.0,77
3808,Restaurante Tamara,"['Mediterranean', 'European']",3.5,285
3809,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
3810,Bivac,"['Italian', 'Mediterranean']",5.0,3
3811,3 Restaurante,"['Mediterranean', 'Spanish']",4.0,59
3812,Bestwurst,"['Spanish', 'Bar']",4.0,49
3813,La Greca,['$'],4.5,24
3814,Tapa Tapa Xiringuito,"['Seafood', 'Mediterranean']",3.0,551
3815,Bar Restaurante Guito,"['Bar', 'European']",3.5,185
3816,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
3817,Restaurant Oda,"['Mexican', 'Latin']",4.5,16
3818,Barietes,['$$ - $$$'],4.5,24
3819,Restaurante XeWu,"['Japanese', 'Sushi']",4.5,27
3820,La Gran Pena,"['European', 'Spanish']",4.0,65
3821,A Vocados,"['Mediterranean', 'Healthy']",4.0,83
3822,Bella Venezia,['Italian'],5.0,102
3823,Mealisa,"['Italian', 'Mediterranean']",4.5,19
3824,Ilnamiki,"['Gastropub', 'Mexican']",4.5,19
3825,Bol,"['Healthy', 'Contemporary']",4.0,44
3826,Collonut Sant Andreu,[],4.5,15
3827,La Roda,"['Mediterranean', 'European']",3.5,355
3828,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
3829,Pizzeria Nana',['Italian'],4.5,15
3830,Bar Mudanzas,"['Mediterranean', 'Bar']",4.0,100
3831,Bar del Convent,"['Cafe', 'Bar']",4.0,65
3832,La Galera,"['European', 'Spanish']",3.5,187
3833,Merquen,"['Chilean', 'South American']",4.0,78
3834,La Cervesera Artesana,"['Bar', 'Pub']",4.0,189
3835,Morjane Bar Restaurant,"['Spanish', 'Moroccan']",4.5,19
3836,Restauranate Nou Llopart,"['Mediterranean', 'Spanish']",4.5,31
3837,El Corner del Taulat,"['Spanish', 'Mediterranean']",3.5,120
3838,la pizza,"['Italian', 'Pizza']",4.0,33
3839,Kapadokya,"['Turkish', 'Middle Eastern']",4.0,54
3840,makis,"['Sushi', 'Asian']",4.5,78
3841,Nou Candanchu,"['Mediterranean', 'Spanish']",3.5,416
3842,Les Dues Sicilies Rec Comtal,"['Pizza', 'Italian']",4.5,23
3843,Posidonia,"['Seafood', 'Mediterranean']",4.5,11
3844,Monsieur Bistro,"['French', 'Catalan']",5.0,13
3845,Panepizza,"['Italian', 'Pizza']",5.0,17
3846,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
3847,La Cervesera Artesana,"['Bar', 'Pub']",4.0,189
3848,Il Ristorante della Nonna Dora,"['Italian', 'Pizza']",4.0,23
3849,Brisa Palau de Mar,['Mediterranean'],3.5,137
3850,Lascaleta,"['Spanish', 'Bar']",4.5,32
3851,Chica Boom,"['Brazilian', 'Fusion']",4.5,18
3852,Conesa Beer Barcelona,"['Brew Pub', 'Bar']",4.5,19
3853,Bivac,"['Italian', 'Mediterranean']",5.0,3
3854,El Arrosset,"['Bar', 'Pub']",5.0,16
3855,Celler de Tapas - Universitat,"['Mediterranean', 'European']",3.5,560
3856,128 Rambla Restaurant,"['International', 'Mediterranean']",4.0,49
3857,Il trastevere,"['Italian', 'Mediterranean']",3.5,89
3858,Ceibobcn,"['Bar', 'Cafe']",4.5,33
3859,Restaurant Junca,"['Bar', 'Grill']",5.0,7
3860,Tento,"['Spanish', 'Fast Food']",4.0,59
3861,El Arepazo,"['Latin', 'Colombian']",4.5,26
3862,Al waha,"['Lebanese', 'Middle Eastern']",4.0,78
3863,Restaurante Manna,['Mediterranean'],4.5,27
3864,Il Posto Di Justin,['Italian'],4.5,26
3865,Jay's Japanese,['Japanese'],5.0,54
3866,Pugliamia,"['Italian', 'Pizza']",4.0,37
3867,La Vermuteria Del Tano,['Spanish'],4.0,36
3868,Tokyo Sushi,"['Japanese', 'Sushi']",4.0,64
3869,Mediterraneo Ristorante,"['Italian', 'Pizza']",4.0,52
3870,El Viejo Pop,"['Bar', 'European']",3.5,269
3871,YUBI Barcelona,"['French', 'Japanese']",4.0,15
3872,Restaurante Matatabi,"['Japanese', 'Sushi']",4.5,29
3873,SirKa,"['International', 'Spanish']",4.5,31
3874,El Sot,['Spanish'],4.5,26
3875,The James Joyce Irish Bar & Restaurant,"['Bar', 'Pub']",4.0,62
3876,La Tramoia,"['Mediterranean', 'European']",3.5,1439
3877,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
3878,Lockdown bcn,"['Latin', 'Italian']",5.0,11
3879,Toast Amore,"['Brew Pub', 'Fast Food']",4.5,15
3880,Restaurante El Pescadito,"['Seafood', 'Mediterranean']",3.5,121
3881,Odkhuu's Kitchen,"['Spanish', 'Fusion']",4.0,64
3882,El Refugio los 33,"['Chilean', 'South American']",4.0,43
3883,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
3884,Restaurant Junca,"['Bar', 'Grill']",5.0,7
3885,A Tavola,"['Italian', 'Pizza']",4.0,83
3886,Restaurante Slavia,['Mediterranean'],4.0,62
3887,Bar Manga Rosa,"['Bar', 'Pub']",4.0,46
3888,Un'altra storia,"['Italian', 'Mediterranean']",4.0,59
3889,La Luna de Jupiter,"['Contemporary', 'Bar']",4.0,58
3890,Jay's Japanese,['Japanese'],5.0,54
3891,Nagano,"['Japanese', 'Sushi']",3.5,190
3892,Habitual cafe,"['Mediterranean', 'Spanish']",4.5,35
3893,Braseria Los Tres Lenos,"['Steakhouse', 'Spanish']",4.0,45
3894,Gaig a Casa,"['Mediterranean', 'Spanish']",4.0,44
3895,Bar Borrell,"['Spanish', 'Bar']",4.0,46
3896,YUBI Barcelona,"['French', 'Japanese']",4.0,15
3897,Veg& The Gang,"['Sushi', 'Asian']",4.5,18
3898,Taberna la llesca,['Barbecue'],4.0,54
3899,Casa Pepe,"['Spanish', 'Mediterranean']",4.0,91
3900,Tou Kichi Rou,"['Japanese', 'Sushi']",3.5,173
3901,Kaixuan,"['Chinese', 'Asian']",3.5,121
3902,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
3903,Restaurante Claudia,"['Spanish', 'Mediterranean']",4.0,66
3904,El Nacional - Barra de Vinos,['Spanish'],4.5,29
3905,La Boina,['Bar'],4.5,18
3906,Restaurante De Blanc,"['International', 'Mediterranean']",4.5,15
3907,Motta Fusion,"['Italian', 'Pizza']",4.5,18
3908,Bivac,"['Italian', 'Mediterranean']",5.0,3
3909,La Graella Bar Restaurante,"['Spanish', 'Mediterranean']",4.5,29
3910,Can Loes,"['Mediterranean', 'Spanish']",4.5,41
3911,Maillard,['Mediterranean'],4.5,32
3912,Mantequeries Pirineiques,"['Spanish', 'Mediterranean']",4.0,84
3913,Hula Poke Food - SAGRADA FAMILIA,"['Fast Food', 'Sushi']",4.5,23
3914,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
3915,Restaurante Mexicano Chilam Balam,"['Mexican', 'Latin']",3.5,300
3916,Zzumo Mas Barcelona,"['Healthy', 'Cafe']",4.5,29
3917,Divinus,"['Mediterranean', 'European']",3.5,1300
3918,Green Up - Comida Saludable y Algun Capricho,"['Healthy', 'Mediterranean']",5.0,14
3919,K'delicia,"['Brazilian', 'South American']",5.0,10
3920,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
3921,makis,"['Sushi', 'Asian']",4.5,78
3922,Bar Laila,"['Mediterranean', 'Spanish']",4.5,25
3923,Pizzeria Divina Stefy,"['Italian', 'Pizza']",4.0,60
3924,La Barca Del Salamanca,"['Mediterranean', 'Seafood']",3.5,3674
3925,Enlagloria Salad House,"['Healthy', 'Fast Food']",4.5,17
3926,Lucano,"['Pizza', 'Mediterranean']",3.5,114
3927,Jay's Japanese,['Japanese'],5.0,54
3928,Cantina Machito,['Mexican'],3.5,398
3929,Restaurante Amar Barcelona,"['Mediterranean', 'Seafood']",4.5,15
3930,restaurant japones AI YA,"['Japanese', 'Sushi']",4.0,56
3931,Raco D'en Bauti,"['Mediterranean', 'European']",3.5,120
3932,Moniberic Ronda Sant Pere,"['Mediterranean', 'Spanish']",4.5,30
3933,YUBI Barcelona,"['French', 'Japanese']",4.0,15
3934,Cafune Cafe,"['Brazilian', 'Latin']",5.0,11
3935,Bella Pan,['Cafe'],4.5,19
3936,Can Miserias,"['Mediterranean', 'European']",4.0,111
3937,Taberna los olivares,"['Mediterranean', 'Spanish']",4.0,50
3938,Tequila Cantina Mexicana,"['Mexican', 'Central American']",4.0,52
3939,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
3940,Buenas Migas Plaza del Mar,"['Cafe', 'European']",4.0,55
3941,La Viena Blanca,"['European', 'Spanish']",3.5,114
3942,Chiringuito Las Sardinitas,"['Seafood', 'Mediterranean']",3.5,466
3943,Honest Greens Westfield Glories,"['Mediterranean', 'European']",5.0,9
3944,La Monda Molleteria,"['Spanish', 'International']",5.0,12
3945,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
3946,Lido,"['Bar', 'Mediterranean']",3.5,183
3947,La Republica del Taco,"['Mexican', 'South American']",4.5,24
3948,Edition,['$$$$'],5.0,12
3949,Restaurante Cuina D'amics,"['International', 'Mediterranean']",4.0,49
3950,Viridi,"['International', 'Mediterranean']",4.5,19
3951,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
3952,Enjoy It,['American'],4.0,22
3953,Kala Brunch,"['Fusion', 'Healthy']",5.0,8
3954,Bar Shang Tung,['Spanish'],4.5,18
3955,El Bierzo a tope,"['Mediterranean', 'Spanish']",3.5,154
3956,Fishpac,"['Asian', 'Japanese Fusion']",4.5,15
3957,Bivac,"['Italian', 'Mediterranean']",5.0,3
3958,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
3959,Restaurante Wela Barbacoa,"['Chinese', 'Barbecue']",4.5,18
3960,Ya Tu Sabes Bar,['Bar'],5.0,17
3961,La Cabrera Barcelona,"['Argentinean', 'South American']",5.0,8
3962,Restaurante Coral,"['Spanish', 'Mediterranean']",4.0,34
3963,Spaghetti a la Guitarra,"['Italian', 'Fast Food']",4.5,27
3964,Bivac,"['Italian', 'Mediterranean']",5.0,3
3965,Rustik,"['Latin', 'Chilean']",4.5,21
3966,El Gran Azul,"['Italian', 'Mediterranean']",4.5,26
3967,Restaurante El Chamo,"['Latin', 'Venezuelan']",3.5,130
3968,Churruca 5,"['Mediterranean', 'European']",3.5,160
3969,Hell Awaits Metal Bar,['Spanish'],4.5,17
3970,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
3971,Zumzeig,"['Mediterranean', 'European']",4.5,30
3972,Cafe Nou Kamel,"['Bar', 'Pub']",4.0,26
3973,El Til.ler,"['Mediterranean', 'Spanish']",4.5,22
3974,L'Ariadna i en Jordi,"['Mediterranean', 'Healthy']",4.0,35
3975,Ganapia,"['Mediterranean', 'Spanish']",4.5,33
3976,Jay's Japanese,['Japanese'],5.0,54
3977,La Sagrada Bcn,"['American', 'Mediterranean']",4.5,15
3978,The Quick Greek Gracia,"['Greek', 'Mediterranean']",4.0,47
3979,Chido One,"['Mexican', 'Latin']",3.5,144
3980,Arc Iris Carlos III,"['International', 'Mediterranean']",4.5,27
3981,Restaurante Perancho,['Spanish'],4.5,26
3982,La Cervesera Artesana,"['Bar', 'Pub']",4.0,189
3983,La Fonda de Sant Gervasi,"['Spanish', 'Mediterranean']",4.0,40
3984,Cuina Mametora,['$$ - $$$'],4.5,14
3985,Restaurante Azul,"['Spanish', 'Mediterranean']",4.0,38
3986,La Tasqueta 1800,"['Spanish', 'Mediterranean']",4.0,88
3987,Passeig,"['French', 'Mediterranean']",4.5,10
3988,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
3989,La Textil,"['Brew Pub', 'Bar']",4.0,29
3990,La Formiga Picona,"['Mediterranean', 'Spanish']",4.5,33
3991,Amarre 69,"['Bar', 'Mediterranean']",4.0,24
3992,La Llibreria,"['Bar', 'Mediterranean']",4.5,23
3993,Rebeka restaurante,['Mediterranean'],4.0,53
3994,YUBI Barcelona,"['French', 'Japanese']",4.0,15
3995,La Cervesera Artesana,"['Bar', 'Pub']",4.0,189
3996,Restaurante Suamu,"['Mediterranean', 'Spanish']",3.5,125
3997,Sofrito Bar,"['Venezuelan', 'Caribbean']",4.0,52
3998,Bar Copernic,"['Mediterranean', 'Spanish']",5.0,15
3999,MDQ hamburgueseria,"['Argentinean', 'Armenian']",4.5,28
4000,Restaurante Casa Muyo,"['Mediterranean', 'Spanish']",3.5,89
4001,YUBI Barcelona,"['French', 'Japanese']",4.0,15
4002,Bistrot by Valkiria,"['Mediterranean', 'Spanish']",4.0,65
4003,El Menjador de la Beckett,"['Mediterranean', 'European']",4.0,70
4004,Restaurante Parisien,['Spanish'],5.0,10
4005,Transatlantic,"['Mediterranean', 'Spanish']",4.5,19
4006,Vapiano Ramblas,['Italian'],4.5,16
4007,Jay's Japanese,['Japanese'],5.0,54
4008,Cambalache Club,"['Spanish', 'International']",4.5,25
4009,El Celler de Sarria,"['Mediterranean', 'Spanish']",4.0,96
4010,Hello Star,"['Seafood', 'Spanish']",4.5,41
4011,Spinnaker,"['Fast Food', 'Mediterranean']",4.0,43
4012,quinua,"['Mediterranean', 'Spanish']",4.5,31
4013,Restaurant Junca,"['Bar', 'Grill']",5.0,7
4014,La Taqueria,"['Mexican', 'Latin']",3.5,67
4015,24 Fotogramas,"['Brew Pub', 'International']",4.0,46
4016,The Quick Greek Poblesec,['Greek'],4.5,21
4017,Midori. Japones,"['Japanese', 'Sushi']",4.5,26
4018,La Despensa de Eva,"['American', 'European']",4.5,30
4019,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
4020,Osteria Discret,['Italian'],5.0,16
4021,Restaurant Corea,"['Asian', 'Korean']",4.0,53
4022,Yuste Cerveceria Asturiana,"['Mediterranean', 'Spanish']",4.0,60
4023,JuliBert's Gormand SCP,"['Spanish', 'Mediterranean']",4.5,20
4024,Manioca Gluten Free,"['Brazilian', 'Latin']",5.0,8
4025,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
4026,Il Capriccio Napoletano,"['Italian', 'Pizza']",4.0,40
4027,Restaurante Yiduo,"['Japanese', 'Sushi']",4.0,85
4028,Casa Fernandez,"['Spanish', 'Mediterranean']",3.5,115
4029,Belen,['Middle Eastern'],4.0,44
4030,Demeritas,"['Mediterranean', 'Cafe']",4.0,52
4031,Bella Venezia,['Italian'],5.0,102
4032,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
4033,Trafalgar,"['International', 'Mediterranean']",4.5,30
4034,Hansel Pa de Barcelona,"['European', 'Cafe']",4.0,91
4035,Takiya Sushi,"['Japanese', 'Sushi']",4.5,25
4036,Cantina Marina Seca,"['Mediterranean', 'Spanish']",4.0,36
4037,El Mirall Dels Encants,"['Mediterranean', 'European']",3.5,163
4038,Restaurant Junca,"['Bar', 'Grill']",5.0,7
4039,Meating,"['Mediterranean', 'Spanish']",4.0,56
4040,Ecco Ristorante,"['Italian', 'Mediterranean']",5.0,19
4041,Restaurante El Calamar Content,"['Mediterranean', 'Spanish']",3.5,61
4042,Al Grano Mercat,['Mediterranean'],4.5,25
4043,Camellia Cafe,['Cafe'],4.5,21
4044,La Cervesera Artesana,"['Bar', 'Pub']",4.0,189
4045,Els Porxos,"['Mediterranean', 'European']",3.5,422
4046,Pink Buda Burger And Bar,"['American', 'Bar']",5.0,8
4047,El Rovell del Clot,"['Mediterranean', 'Spanish']",4.0,75
4048,La Tornada,['Mediterranean'],4.5,24
4049,can petit,"['Spanish', 'Bar']",4.5,35
4050,Bivac,"['Italian', 'Mediterranean']",5.0,3
4051,El Raco de Dalt,['Spanish'],4.5,21
4052,Sushi Aburi,"['Japanese', 'Sushi']",4.0,48
4053,Tr@mendu Encenem Els Fogons,['Spanish'],5.0,8
4054,Restaurante La Cala,"['Spanish', 'Mediterranean']",4.0,26
4055,Picnic,['$$ - $$$'],4.0,32
4056,Monster Sushi - Girona 68,"['Japanese', 'Asian']",5.0,12
4057,Villa Bakery,['Cafe'],4.5,11
4058,Al Karma,"['Lebanese', 'Mediterranean']",4.5,34
4059,Paioli,"['Mediterranean', 'Spanish']",4.5,17
4060,Osteria Marinella,"['Italian', 'Mediterranean']",4.5,16
4061,Bao Bao Gotico,"['Street Food', 'Asian']",4.5,29
4062,Bella Venezia,['Italian'],5.0,102
4063,Porsant,"['Mediterranean', 'Spanish']",4.0,40
4064,El Punto,"['European', 'Spanish']",4.0,72
4065,Udon Travessera,"['Japanese', 'Asian']",3.5,115
4066,Jekyll&Hyde Bcn,"['Mediterranean', 'Cafe']",4.5,20
4067,Labalabusta,"['Mediterranean', 'Middle Eastern']",4.5,16
4068,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
4069,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
4070,"TERRACOTTA Ceramics, Coffee & Bar","['German', 'Mediterranean']",5.0,13
4071,Bar la Platjeta,['Bar'],3.5,84
4072,Caliu,"['Mediterranean', 'European']",3.5,348
4073,Cal Robert,['$$ - $$$'],4.0,28
4074,Ruta 6 Brewery,"['American', 'Brew Pub']",4.5,16
4075,La Cervesera Artesana,"['Bar', 'Pub']",4.0,189
4076,Restaurante Jok,"['Mediterranean', 'Catalan']",4.0,22
4077,Las Muns Gracia,"['International', 'Street Food']",4.0,29
4078,Bar restaurante Mogas,"['Spanish', 'Mediterranean']",4.5,35
4079,El Timbalet,"['Spanish', 'Mediterranean']",4.5,27
4080,Farfalina,['European'],5.0,24
4081,Bella Venezia,['Italian'],5.0,102
4082,Soma Restaurant,['Spanish'],4.5,16
4083,Brunaqui,['Spanish'],4.0,32
4084,Restaurante Mister Desayuno,['Spanish'],4.5,26
4085,Afterlife eSports Gamer Bar,"['Spanish', 'American']",4.5,19
4086,Gatsby Barcelona,"['International', 'Mediterranean']",3.5,562
4087,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
4088,Lithium Bar Cocteleria,"['Argentinean', 'Latin']",5.0,16
4089,Las Muns Francesc Macia,"['International', 'Street Food']",4.5,20
4090,Pizzeria Ciao,"['Italian', 'Pizza']",4.5,30
4091,El teu Moment Cafeteria & vermuteria,"['Italian', 'Cafe']",5.0,14
4092,La Terraza Bcn Urban Club,"['European', 'Pub']",3.5,79
4093,Veganashi - Sushi Vegano,"['Japanese', 'Asian']",5.0,23
4094,Elj Apo Nes,"['Japanese', 'Sushi']",4.0,54
4095,Pittier Bcn,"['Latin', 'Cafe']",5.0,10
4096,La Boca Agua,"['Italian', 'Mediterranean']",4.0,17
4097,A Veiga,"['Mediterranean', 'Spanish']",4.0,91
4098,Kat may,"['Italian', 'Pizza']",4.0,35
4099,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
4100,La Terrassa de l'Aiguajoc,"['Bar', 'Mediterranean']",4.5,50
4101,Buenas Migas,['Italian'],4.0,37
4102,Sabor Trujillano,"['Peruvian', 'Latin']",4.5,19
4103,Enrique Tomas en Barcelona,"['Mediterranean', 'Spanish']",3.5,147
4104,Pebre Negre Restaurant,"['Mediterranean', 'European']",3.5,68
4105,Jay's Japanese,['Japanese'],5.0,54
4106,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
4107,Macrobiotic restaurant Miquetes Magiques,"['Mediterranean', 'Healthy']",4.5,22
4108,Catacroquet,"['Spanish', 'Bar']",3.5,375
4109,Koi Koi,"['Japanese', 'Sushi']",3.5,157
4110,Dream Cafe,"['Chinese', 'Asian']",4.0,35
4111,El Rincon del Artista,"['Bar', 'Mediterranean']",3.5,337
4112,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
4113,The Crown Marine,"['Seafood', 'Mediterranean']",4.0,111
4114,La Rubia,"['Brew Pub', 'Bar']",4.0,54
4115,Via Cafe,"['Cafe', 'Fast Food']",4.5,31
4116,Mil hojas,"['Mediterranean', 'European']",4.0,23
4117,Obba Corea BBQ,"['International', 'Barbecue']",5.0,8
4118,makis,"['Sushi', 'Asian']",4.5,78
4119,La Xampanyeria de Tuset,"['Mediterranean', 'Spanish']",4.5,13
4120,El Raco de Collserola,['Spanish'],4.0,22
4121,San Tomassino Glories,"['Mediterranean', 'Italian']",3.5,137
4122,Cullera de Boix Boqueria,"['Mediterranean', 'European']",3.5,240
4123,Espit Chupitos,['$'],4.5,35
4124,La Cervesera Artesana,"['Bar', 'Pub']",4.0,189
4125,L'Amagat Cafe,"['Cafe', 'Mediterranean']",5.0,14
4126,Peca Peca Bar De Tapas,"['Mediterranean', 'Spanish']",5.0,8
4127,D Picos Pardos,"['Bar', 'Spanish']",4.0,77
4128,Ikatz Taberna,['Spanish'],4.5,36
4129,Timesburg Fabra i Puig,"['American', 'Fast Food']",4.0,44
4130,Bella Venezia,['Italian'],5.0,102
4131,La Vinoteca de Can Calopa,"['Mediterranean', 'Wine Bar']",5.0,10
4132,Monchito Vegan Taqueria,"['Mexican', 'Healthy']",4.5,14
4133,Metropolitan Cafe,"['Healthy', 'American']",4.0,80
4134,Jugoria,"['Fast Food', 'Steakhouse']",5.0,8
4135,Buenas Migas,"['European', 'Fast Food']",4.0,62
4136,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
4137,Khalijia Pau Claris,"['Indian', 'Middle Eastern']",4.0,81
4138,EL REY DEL BOCATA,['$'],4.0,54
4139,Bodega Mendoza Vinoteca Bar,"['Wine Bar', 'Bar']",4.5,14
4140,Kamiya,"['Japanese', 'Sushi']",4.0,102
4141,Sartoria Panatieri Eixample,"['Italian', 'Pizza']",4.0,35
4142,Bivac,"['Italian', 'Mediterranean']",5.0,3
4143,YUBI Barcelona,"['French', 'Japanese']",4.0,15
4144,Restaurante O Ferrado,"['Mediterranean', 'Spanish']",4.0,46
4145,Restaurant El Beso y La Lluna,"['Mediterranean', 'Spanish']",3.5,331
4146,The Quick Greek Poblenou,"['Greek', 'Brew Pub']",4.5,24
4147,Bodega Marin,"['Wine Bar', 'Bar']",4.0,36
4148,Es Bandoler,['Spanish'],4.0,61
4149,Bella Venezia,['Italian'],5.0,102
4150,Cafe Pendiente Brunch and Drinks,['$$ - $$$'],4.5,16
4151,Chichu's,['Spanish'],4.0,47
4152,Restaurant Emocionar,"['Mediterranean', 'Spanish']",4.5,13
4153,Zeltia,"['Bar', 'Cafe']",5.0,20
4154,Ca'l Papi,"['Mediterranean', 'Spanish']",4.5,17
4155,Bivac,"['Italian', 'Mediterranean']",5.0,3
4156,Bar el Cau,['Spanish'],4.5,29
4157,Frescco - Cucumis S.L,"['Mediterranean', 'European']",4.0,36
4158,El Portico,"['Mediterranean', 'Spanish']",4.0,52
4159,Xironda Orense,"['Mediterranean', 'Spanish']",5.0,19
4160,Al Taglio Bcn,"['Pizza', 'Italian']",4.5,40
4161,La Cervesera Artesana,"['Bar', 'Pub']",4.0,189
4162,Caleuche,"['Mexican', 'Pizza']",3.5,102
4163,RAF Bar,"['Mediterranean', 'Spanish']",4.0,45
4164,Catalonia Atenas Hotel,['European'],4.0,56
4165,Frankfurt La Choza,"['European', 'Spanish']",4.5,26
4166,Madre Lievito Laboratorio,"['Italian', 'Pizza']",4.0,44
4167,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
4168,Bar Alondra,"['Mediterranean', 'Spanish']",5.0,10
4169,O’Retornino 2,"['Seafood', 'Mediterranean']",4.0,60
4170,Santuxo,"['Bar', 'Mediterranean']",4.0,69
4171,La tasqueta d'en Jan,"['Mediterranean', 'Spanish']",4.5,15
4172,Sonora Sport Tavern,"['American', 'Bar']",3.5,290
4173,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
4174,El Raco del Pedrell,"['Mediterranean', 'Spanish']",4.5,21
4175,Flora Cafe,"['Bar', 'Cafe']",4.5,20
4176,La Paella de Su,"['Mediterranean', 'Spanish']",3.5,68
4177,Tokyo,"['Japanese', 'Sushi']",3.5,173
4178,Kata Fuchi,"['Japanese', 'Sushi']",4.5,27
4179,Monster Sushi - Girona 68,"['Japanese', 'Asian']",5.0,12
4180,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
4181,Sopa,"['International', 'Healthy']",4.0,38
4182,Hanki,"['Asian', 'Korean']",5.0,9
4183,Gandhi Executive Food,[],5.0,9
4184,La Torteria Mexicana,"['Mexican', 'Latin']",4.0,65
4185,Ramen House,"['Japanese', 'Sushi']",4.0,27
4186,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
4187,Molino De Pez,"['Seafood', 'Barbecue']",4.0,33
4188,Mucho Pizzeria,"['Pizza', 'Mediterranean']",4.5,13
4189,Il Tempio della Pizza,"['Italian', 'Pizza']",4.0,95
4190,Restaurante Flamenco Nervion,"['Mediterranean', 'Spanish']",3.5,425
4191,KUK Comidas,"['Latin', 'Argentinean']",4.0,48
4192,Bivac,"['Italian', 'Mediterranean']",5.0,3
4193,La Piadina del Sol,['$'],4.0,48
4194,The Mirror Restaurant,"['Spanish', 'Mediterranean']",4.0,59
4195,100 Montaditos,"['Bar', 'Fast Food']",3.5,124
4196,BYKYNY Bcn,['Mediterranean'],4.5,12
4197,Restaurante Agarimo,['Spanish'],4.0,24
4198,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
4199,El Fornet,['Cafe'],5.0,12
4200,Al Sultan,"['Moroccan', 'Middle Eastern']",3.5,186
4201,Meson Pahi,"['Spanish', 'Mediterranean']",4.0,48
4202,Urban Poke Bar - Muntaner,"['Hawaiian', 'Fast Food']",5.0,9
4203,El Museu de L'embotit,"['Mediterranean', 'Spanish']",4.5,15
4204,Restaurant Junca,"['Bar', 'Grill']",5.0,7
4205,Purobeach Barcelona,"['Mediterranean', 'Grill']",3.5,162
