,Name,Cuisine_Type,Rating,Review_Count
1016,Las Mananitas - Tex Mex BCN,"['Mexican', 'Latin']",4.0,474
1017,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
1018,Casa Palet,"['Mediterranean', 'Spanish']",4.5,183
1019,Taverna Can Margarit,"['Mediterranean', 'Spanish']",4.0,385
1020,Senyor Vermut,"['Bar', 'Mediterranean']",4.0,407
1021,AmoVino,"['European', 'Spanish']",4.5,113
1022,Ikibana Borne,"['Japanese', 'Sushi']",4.0,942
1023,Bivac,"['Italian', 'Mediterranean']",5.0,3
1024,Dr. Beer & Mr. Fried,"['American', 'Brew Pub']",4.5,87
1025,Gata Mala,"['Bar', 'Mediterranean']",4.5,245
1026,O' Retorno Restaurant,"['Seafood', 'Mediterranean']",4.0,933
1027,Restaurante La Taverna del Coure,"['Mediterranean', 'European']",4.5,108
1028,La Mar Salada,"['Seafood', 'Mediterranean']",4.0,1372
1029,Bella Venezia,['Italian'],5.0,102
1030,La Catalista Wine Bar and Kitchen,"['European', 'Wine Bar']",5.0,62
1031,L'Escola,"['Mediterranean', 'European']",4.5,205
1032,Bar Brutal,"['Mediterranean', 'Spanish']",4.0,659
1033,La Vietnamita Gracia,"['Asian', 'Vietnamese']",4.0,730
1034,La Cassola,"['Mediterranean', 'European']",4.5,276
1035,La Cervesera Artesana,"['Bar', 'Pub']",4.0,189
1036,Restaurant Junca,"['Bar', 'Grill']",5.0,7
1037,Asador de Aranda,"['Mediterranean', 'Spanish']",4.0,658
1038,Aflamas Restaurante,"['Mediterranean', 'Contemporary']",5.0,69
1039,Plat Unic,"['Mediterranean', 'European']",5.0,92
1040,BORO bar,"['Spanish', 'Fusion']",5.0,76
1041,Los Pergaminos,"['Mediterranean', 'European']",4.5,201
1042,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
1043,Billy Brunch & Lounge,"['French', 'American']",5.0,44
1044,N0 30 Barceloneta Gastrobar,"['Mediterranean', 'European']",4.5,189
1045,Un Capitol de Vietnam,"['Asian', 'Vietnamese']",4.0,584
1046,El Desvan,"['American', 'Bar']",4.5,194
1047,Restaurante Carmesi,"['Mediterranean', 'European']",4.5,109
1048,Jay's Japanese,['Japanese'],5.0,54
1049,La Forchetta Pizzeria Ristorante,"['Italian', 'Pizza']",4.0,305
1050,Estruch,"['Bar', 'European']",4.0,609
1051,Fermi Puig,"['Mediterranean', 'European']",4.0,471
1052,Brunch & Cake,"['Cafe', 'European']",4.0,539
1053,La Mestressa,"['Mediterranean', 'Spanish']",4.0,440
1054,YUBI Barcelona,"['French', 'Japanese']",4.0,15
1055,Can Ros,"['Seafood', 'Mediterranean']",4.0,589
1056,SMS Delicies,"['Mediterranean', 'European']",4.0,313
1057,Honest Greens,"['Mediterranean', 'European']",4.0,380
1058,Restaurante Tantarantana,"['Mediterranean', 'European']",4.0,969
1059,Futami,"['Japanese', 'Sushi']",4.5,174
1060,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
1061,Blacklab Brewhouse and Kitchen,"['Cafe', 'Beer restaurants']",4.0,526
1062,Xup Xup Restaurant,"['Seafood', 'Mediterranean']",4.0,974
1063,EL Argentino,"['Latin', 'Argentinean']",4.0,1307
1064,Somni Restaurant,"['Spanish', 'Catalan']",4.5,135
1065,Gats,"['Mediterranean', 'Spanish']",4.0,384
1066,Bivac,"['Italian', 'Mediterranean']",5.0,3
1067,La Clara Restaurant,"['Mediterranean', 'European']",4.0,568
1068,El Mercat,"['Mediterranean', 'European']",4.0,362
1069,Surya Pau Claris,['Indian'],4.0,676
1070,Sagardi BCN Gotic,"['Mediterranean', 'European']",4.0,2137
1071,Club de L'empanada,"['Bar', 'Mediterranean']",4.5,216
1072,Bella Venezia,['Italian'],5.0,102
1073,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
1074,el Tap,"['Mediterranean', 'Bar']",4.5,298
1075,Mariscco Corsega,"['Seafood', 'Mediterranean']",4.0,1098
1076,Bella Napoli di Raffaele,"['Italian', 'Pizza']",4.0,1165
1077,Restaurante Arabica,"['Lebanese', 'Moroccan']",4.5,178
1078,L'Orwell,"['Mediterranean', 'European']",4.5,211
1079,YUBI Barcelona,"['French', 'Japanese']",4.0,15
1080,Arrosseria Xativa Les Corts,"['Mediterranean', 'Spanish']",4.0,751
1081,Casa Angela,"['Mediterranean', 'European']",4.0,359
1082,Ocho Bcn,"['Steakhouse', 'Latin']",4.5,221
1083,Assunta Barcelona,"['Italian', 'Seafood']",4.5,325
1084,Ukai Eixample,['Sushi'],4.0,430
1085,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
1086,Majide,"['Japanese', 'Sushi']",4.0,307
1087,Hammock Juice Station,"['Cafe', 'European']",4.5,167
1088,Tendiez,"['Mediterranean', 'Spanish']",4.5,91
1089,Raffaelli Italian Restaurant,"['Italian', 'Mediterranean']",4.5,232
1090,La Traga Street Food,"['Latin', 'Fast Food']",5.0,49
1091,Bella Venezia,['Italian'],5.0,102
1092,Can Sole,"['Seafood', 'Mediterranean']",4.0,869
1093,El Cocinero de Damasco,"['Fast Food', 'Middle Eastern']",4.5,138
1094,La Vietnamita Born,"['Asian', 'Vietnamese']",4.0,579
1095,Bellillo,"['Italian', 'Neapolitan']",4.5,275
1096,murivecchi,"['Italian', 'Pizza']",4.0,1025
1097,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
1098,Zelig,"['Italian', 'Bar']",4.5,135
1099,Burritos - San Pere (Barcelona),"['Mexican', 'Latin']",4.5,77
1100,El Rebost De Sant Antoni,"['Mediterranean', 'Spanish']",4.5,164
1101,RESTAURANTE MEXCLA,"['Mexican', 'Latin']",4.0,327
1102,Zero 20,"['Mexican', 'Latin']",4.5,113
1103,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
1104,Maison Carne,"['Steakhouse', 'Barbecue']",5.0,50
1105,Montalban Restaurant,"['Seafood', 'Mediterranean']",4.5,166
1106,LUTE Bar & Bowls,"['Mediterranean', 'Spanish']",4.5,90
1107,Messie Sin Gluten,"['Pizza', 'European']",4.5,138
1108,Dunnes Irish Bar Barcelona,"['Gastropub', 'Irish']",4.0,682
1109,Bivac,"['Italian', 'Mediterranean']",5.0,3
1110,Veganashi - Sushi Vegano,"['Japanese', 'Asian']",5.0,23
1111,Sagardi BCN Centre,"['Steakhouse', 'Mediterranean']",4.0,460
1112,Arrosseria Xativa Gracia,"['Seafood', 'Mediterranean']",4.0,878
1113,The Ranch Smokehouse,"['American', 'Barbecue']",4.5,219
1114,Sun Taka,"['Japanese', 'Sushi']",4.5,70
1115,Empanadas Malvon,"['Argentinean', 'South American']",5.0,46
1116,Restaurant Junca,"['Bar', 'Grill']",5.0,7
1117,La Carioca,"['Brazilian', 'Healthy']",4.5,252
1118,Golfo de Bizkaia Pi,"['Spanish', 'Bar']",4.5,109
1119,Euskal Etxea Taberna,"['Mediterranean', 'European']",4.0,1428
1120,La Rita,"['Mediterranean', 'European']",4.0,1674
1121,Nakashita,"['Japanese', 'Sushi']",4.0,606
1122,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
1123,Nomo Gracia,"['Japanese', 'Sushi']",4.0,966
1124,Puertecillo Paral.lel,"['Seafood', 'Mediterranean']",4.5,255
1125,Da Greco,"['Italian', 'Mediterranean']",4.0,1259
1126,CDLC Barcelona,"['Japanese', 'Mediterranean']",4.0,1089
1127,Grasshopper,"['Japanese', 'Asian']",4.0,286
1128,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
1129,Los Cachitos,"['Mediterranean', 'European']",4.0,484
1130,CELEBRE,"['Bar', 'Cafe']",5.0,34
1131,A CASA MIA da Gigi e Danilo,"['Italian', 'Mediterranean']",5.0,56
1132,Casa Jaime,"['Mediterranean', 'European']",4.0,487
1133,Soluna Restaurant,"['Japanese', 'Sushi']",5.0,47
1134,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
1135,La Medusa 73,"['Seafood', 'Spanish']",4.5,151
1136,The Green Spot,"['Mediterranean', 'European']",4.0,813
1137,Pork&Tuna,"['International', 'Mediterranean']",4.5,133
1138,Matt & Marshall,"['Mexican', 'Southwestern']",5.0,43
1139,Anardi,['$$ - $$$'],4.5,132
1140,Bivac,"['Italian', 'Mediterranean']",5.0,3
1141,Medio o Pinto Bar Restaurant,"['Latin', 'Mediterranean']",5.0,62
1142,Restaurant La Tavernicola,"['Steakhouse', 'Argentinean']",4.5,107
1143,Yamadori,"['Japanese', 'Sushi']",4.0,288
1144,Kibo Taberna,"['Japanese', 'Sushi']",4.5,104
1145,Boca Baco,"['Bar', 'Mediterranean']",5.0,73
1146,makis,"['Sushi', 'Asian']",4.5,78
1147,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
1148,Marcelino 1968,"['Mediterranean', 'European']",4.5,174
1149,La Taverna del Clinic,"['Mediterranean', 'European']",4.0,761
1150,Boca Chica,"['Bar', 'Spanish']",4.0,667
1151,Bun Bo Vietnam,"['Asian', 'Vietnamese']",4.0,1604
1152,Petit Bangkok,"['Thai', 'Asian']",4.5,184
1153,Bivac,"['Italian', 'Mediterranean']",5.0,3
1154,Na Mindona,"['Mediterranean', 'European']",4.5,113
1155,Txapeldun Egarri,"['Mediterranean', 'Spanish']",4.0,386
1156,Ekaterina Restaurant,"['Russian', 'European']",4.5,116
1157,Pikio Taco,"['Mexican', 'Latin']",4.0,345
1158,Chalito Rambla,"['Argentinean', 'Latin']",4.0,657
1159,Jay's Japanese,['Japanese'],5.0,54
1160,La Pala Boqueria,"['Italian', 'Pizza']",4.5,139
1161,Bar Celta Pulperia,"['Bar', 'Seafood']",4.0,1073
1162,Kibuka,"['Japanese', 'Sushi']",4.0,507
1163,Bismillah Kebabish,"['Fast Food', 'Middle Eastern']",4.0,298
1164,Rumbanroll,"['Fast Food', 'Mediterranean']",4.5,107
1165,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
1166,Restaurante Portoles,"['Mediterranean', 'European']",4.5,196
1167,Enigma Concept,['$$$$'],4.5,218
1168,Maido Tasca Japonesa,"['Japanese', 'Asian']",4.5,133
1169,Jay's Japanese,['Japanese'],5.0,54
1170,La Braseria Argentina Iguazu,"['South American', 'Steakhouse']",4.5,334
1171,La Cervesera Artesana,"['Bar', 'Pub']",4.0,189
1172,Barra Perello,['Catalan'],4.5,95
1173,La Vespa Burger Bar,"['American', 'Bar']",4.0,369
1174,Kasa Ramen,"['Japanese', 'Asian']",4.5,127
1175,La Gormanda,"['Mediterranean', 'European']",4.5,201
1176,Thai Korat,"['Asian', 'Thai']",5.0,61
1177,Bella Venezia,['Italian'],5.0,102
1178,Empanadas Malvon,['Argentinean'],5.0,37
1179,Out of India,['Indian'],4.5,140
1180,ELS TRES PORQUETS,"['Mediterranean', 'European']",4.0,399
1181,BrewDog Barcelona,"['Bar', 'Pub']",4.0,315
1182,Tic Taste,"['Healthy', 'Fast Food']",5.0,64
1183,Monster Sushi - Girona 68,"['Japanese', 'Asian']",5.0,12
1184,Restaurant Junca,"['Bar', 'Grill']",5.0,7
1185,Mirandoalmar,"['Mediterranean', 'European']",4.0,1854
1186,CAN NICO,"['Mediterranean', 'European']",4.5,250
1187,La Monroe,"['Bar', 'Mediterranean']",4.0,516
1188,La Venta,"['Mediterranean', 'Catalan']",4.0,559
1189,VULCANUS Pizza,"['Italian', 'Pizza']",4.5,264
1190,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
1191,Lalola,"['Mediterranean', 'European']",4.0,454
1192,Kailash Restaurante Tibetano,"['Tibetan', 'Indian']",4.5,145
1193,Pita Gyros,"['Fast Food', 'Mediterranean']",4.5,252
1194,LA Marea,"['Seafood', 'Mediterranean']",4.5,125
1195,Bar Bar - The Indian Gastronomia,['Indian'],4.5,80
1196,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
1197,El Rincon de la Abuela Venezolana,"['Caribbean', 'Latin']",4.0,343
1198,Torre d'Alta Mar,"['Mediterranean', 'European']",4.0,1450
1199,moniberic,['Spanish'],4.5,81
1200,Ajoblanco Tapas Restaurante Cocktail Bar,"['Spanish', 'Catalan']",4.0,742
1201,Espai Gastronomic Juan Carlos Navarro,"['Spanish', 'Fusion']",5.0,68
1202,Bella Venezia,['Italian'],5.0,102
1203,La Heladeria Mexicana,"['Mexican', 'Italian']",4.5,207
1204,L'Actiu Restaurant,"['Mediterranean', 'Spanish']",4.5,129
1205,Kata Restaurant,"['Mediterranean', 'Spanish']",4.5,198
1206,Gusto del Born,"['Italian', 'Pizza']",4.5,165
1207,Maurizio 2.0,"['Italian', 'Pizza']",4.5,63
1208,makis,"['Sushi', 'Asian']",4.5,78
1209,Maur,"['Steakhouse', 'European']",4.0,463
1210,Semproniana,"['Mediterranean', 'European']",4.0,941
1211,El Pintor,"['Spanish', 'Catalan']",4.0,479
1212,La Barra del Gourmet,"['Mediterranean', 'Spanish']",4.5,109
1213,Hard Rock Cafe,['American'],4.0,4001
1214,Veganashi - Sushi Vegano,"['Japanese', 'Asian']",5.0,23
1215,Santa Ceviche,"['Peruvian', 'Latin']",4.5,248
1216,Alba Granados,"['Bar', 'Spanish']",4.0,974
1217,Bar Central la Boqueria,"['Seafood', 'Mediterranean']",4.0,1152
1218,Mextizo Barcelona,"['Latin', 'Spanish']",4.0,417
1219,El Jardin Del Eden,['$$ - $$$'],4.0,403
1220,YUBI Barcelona,"['French', 'Japanese']",4.0,15
1221,Bivac,"['Italian', 'Mediterranean']",5.0,3
1222,Foxy Bar,"['Cafe', 'Pub']",4.5,167
1223,Haveli BCN Restaurant,"['Indian', 'Asian']",4.5,114
1224,Mabel The Granja,"['Mediterranean', 'European']",4.5,195
1225,Pummarola Pizzeria Napoletana,"['Italian', 'Pizza']",4.5,259
1226,Restaurante Xix Kebab,['Middle Eastern'],4.5,124
1227,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
1228,El Corte Ingles,"['Mediterranean', 'Spanish']",4.0,1125
1229,Pizza Local,"['Italian', 'Pizza']",5.0,51
1230,Chivuo's Slow Street Food & Craft Beer,"['Bar', 'Gastropub']",4.5,177
1231,Tragaluz,"['Mediterranean', 'European']",4.0,1097
1232,La Riera,"['Mediterranean', 'European']",4.5,143
1233,Jay's Japanese,['Japanese'],5.0,54
1234,Bar Andalucia,"['Mediterranean', 'Spanish']",4.5,97
1235,Bar-Restaurante Muy Buenas,"['Mediterranean', 'European']",4.5,187
1236,Calabrasa,"['Mediterranean', 'Spanish']",4.0,379
1237,Quinto Quinta,"['Contemporary', 'Healthy']",4.0,1068
1238,Kynoto Sushi Bar,"['Japanese', 'Sushi']",4.5,229
1239,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
1240,Restaurant Gaig,"['Mediterranean', 'European']",4.0,490
1241,Baby Jalebi,"['Indian', 'Pakistani']",4.5,102
1242,Ouzoud cous cous Restaurante,['Moroccan'],4.5,202
1243,Cafe Godot,"['Mediterranean', 'European']",4.0,367
1244,Bar Marsella,['Pub'],4.0,359
1245,Bella Venezia,['Italian'],5.0,102
1246,Marisqueria del Port,"['Seafood', 'Mediterranean']",4.0,556
1247,Stop & Mos,"['International', 'Mediterranean']",5.0,65
1248,Xiringuito Escriba,"['Seafood', 'Mediterranean']",4.0,2238
1249,Dolce Pizza y Los Veganos,"['Italian', 'Pizza']",4.5,128
1250,ComoLoComo Pizza Al Corte,"['Italian', 'Pizza']",4.5,168
1251,YUBI Barcelona,"['French', 'Japanese']",4.0,15
1252,Ovante,['$$ - $$$'],4.5,210
1253,El Raco - Rambla Catalunya,"['Mediterranean', 'European']",4.0,892
1254,Wakasa,"['Japanese', 'Sushi']",4.5,187
1255,Ugarit Joanic,['$$ - $$$'],4.5,196
1256,Pirineus 1975,"['Seafood', 'Mediterranean']",4.0,350
1257,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
1258,La Cervesera Artesana,"['Bar', 'Pub']",4.0,189
1259,Restaurante Triton,"['Seafood', 'Mediterranean']",4.5,192
1260,El Nou Ramonet,"['Seafood', 'Mediterranean']",4.0,566
1261,SantaBel,"['Mediterranean', 'European']",4.5,179
1262,4makis,"['Sushi', 'Asian']",4.5,78
1263,Restaula,"['Mediterranean', 'Fusion']",5.0,38
1264,Monster Sushi - Girona 68,"['Japanese', 'Asian']",5.0,12
1265,Tortuga Restaurant & Bar,"['Mediterranean', 'Fusion']",5.0,38
1266,MESON JESUS,"['Mediterranean', 'Spanish']",4.0,368
1267,Veiga Bar Tapas,"['Mediterranean', 'Spanish']",4.5,72
1268,La Gilda,"['Mediterranean', 'European']",4.5,144
1269,Restaurant Hola Nepal,"['Indian', 'Nepali']",4.5,161
1270,YUBI Barcelona,"['French', 'Japanese']",4.0,15
1271,Pur,"['Contemporary', 'Spanish']",4.5,141
1272,Art i Tapes,"['Mediterranean', 'Spanish']",4.5,162
1273,El Provisional,"['Mediterranean', 'European']",5.0,72
1274,LA DAMA,"['French', 'Mediterranean']",4.0,256
1275,Parco,"['Japanese', 'Sushi']",4.0,745
1276,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
1277,Tumatey,"['Venezuelan', 'Bar']",5.0,45
1278,Restaurante Silvestre,"['Mediterranean', 'European']",4.5,215
1279,Fabrica Moritz Barcelona,"['Bar', 'Mediterranean']",4.0,2933
1280,Saffron,"['Mediterranean', 'European']",4.0,228
1281,Pelatti's Vermuteria,['Fusion'],5.0,47
1282,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
1283,Bar Ramon,"['Bar', 'Mediterranean']",4.0,343
1284,La Caleta de Gracia,"['Seafood', 'Mediterranean']",4.0,287
1285,Tierra del Fuego,"['Argentinean', 'Barbecue']",4.5,145
1286,PORK? boig per tu,"['Barbecue', 'Mediterranean']",4.0,441
1287,Casa de Tapas Canota,"['Mediterranean', 'European']",4.0,1596
1288,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
1289,Lexis Restaurant & Cocktail Bar,"['International', 'Mediterranean']",4.0,465
1290,Tast,"['Mediterranean', 'European']",4.5,221
1291,Florida 119 Grill Braseria,"['Mediterranean', 'Barbecue']",4.0,272
1292,La Quesadilla By Fernando Sanz,"['Mexican', 'American']",5.0,54
1293,Parking Pizza,"['Lebanese', 'Mediterranean']",4.0,362
1294,Restaurant Junca,"['Bar', 'Grill']",5.0,7
1295,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
1296,Ruta 40,"['Latin', 'Argentinean']",5.0,84
1297,Watatsumi,"['Japanese', 'Sushi']",4.0,640
1298,Fat Barbies,"['Steakhouse', 'Southwestern']",4.5,176
1299,Dos Pebrots,"['Mediterranean', 'European']",4.0,330
1300,VinoMio,"['Mediterranean', 'Spanish']",4.5,168
1301,Bella Venezia,['Italian'],5.0,102
1302,Ikibana Sarria,['Japanese'],4.0,1014
1303,Bar Eixample,"['Mediterranean', 'Italian']",5.0,33
1304,La Balmesina,"['Italian', 'Pizza']",4.0,253
1305,Oviso,"['Bar', 'Spanish']",4.0,412
1306,Pizzeria La Briciola,"['Italian', 'Pizza']",4.0,339
1307,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
1308,La Cachapera Bcn,"['Venezuelan', 'Caribbean']",4.5,228
1309,Arturo,"['Mediterranean', 'Spanish']",4.5,177
1310,Restaurante Barceloneta,"['Seafood', 'Mediterranean']",4.0,3448
1311,Casa do Acai Brunch & Coffee,"['Cafe', 'Healthy']",4.5,108
1312,Josephine,['Mediterranean'],4.5,153
1313,Restaurant Junca,"['Bar', 'Grill']",5.0,7
1314,Mirablau,"['Bar', 'Mediterranean']",4.0,1219
1315,Julivert Meu,"['Mediterranean', 'Spanish']",4.0,937
1316,El Bitxo,"['Mediterranean', 'European']",4.0,391
1317,Chez Coco,"['Mediterranean', 'European']",4.0,565
1318,Ventuno,"['Italian', 'Mediterranean']",4.5,108
1319,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
1320,L'Arros,"['Seafood', 'Mediterranean']",4.0,867
1321,Porto Fish & Chips,"['Italian', 'Seafood']",5.0,46
1322,Denassus,"['Mediterranean', 'European']",4.5,74
1323,Barcino Food Brunch,"['French', 'Swiss']",4.5,79
1324,Scobie's Irish Pub,['Pub'],4.5,174
1325,YUBI Barcelona,"['French', 'Japanese']",4.0,15
1326,Candelecho Charcoal Grill,"['Caribbean', 'International']",4.5,80
1327,"La Maroteca, Restaurant de Peix Salvatge","['Seafood', 'Mediterranean']",4.5,151
1328,Rostisseria Le Tentazioni,"['Italian', 'Mediterranean']",5.0,88
1329,La Fourmi,"['Mediterranean', 'European']",4.5,136
1330,El Nacional,"['Steakhouse', 'Seafood']",4.0,6142
1331,Bivac,"['Italian', 'Mediterranean']",5.0,3
1332,Bella Venezia,['Italian'],5.0,102
1333,Pizzas l'Avia Restaurant,"['Mediterranean', 'Spanish']",4.0,229
1334,Restaurante Hidalgo,"['Mediterranean', 'European']",4.5,194
1335,Slow & Low,"['Mediterranean', 'Fusion']",4.5,141
1336,Topik,"['Mediterranean', 'European']",4.0,497
1337,El Yantar de la Ribera,"['Steakhouse', 'European']",4.0,449
1338,Veganashi - Sushi Vegano,"['Japanese', 'Asian']",5.0,23
1339,Atabalats Gastrobar,"['Mediterranean', 'Spanish']",4.5,90
1340,Mazah Restaurant,"['Lebanese', 'Mediterranean']",4.5,161
1341,Ramen House,"['Japanese', 'Sushi']",4.5,160
1342,Veggie Garden,['$'],4.0,910
1343,Alrouche Restaurant,"['Bar', 'Arabic']",4.5,84
1344,YUBI Barcelona,"['French', 'Japanese']",4.0,15
1345,La Candela,"['European', 'Spanish']",4.0,408
1346,OUZO Barcelona,"['Mediterranean', 'Spanish']",4.5,85
1347,Chennai Masala Dosa,"['Indian', 'Asian']",4.5,216
1348,Radici,"['Italian', 'Mediterranean']",4.5,52
1349,Piazza Grande,"['Italian', 'Pizza']",4.5,225
1350,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
1351,Milano Cocktail Bar,['Bar'],4.0,325
1352,Ramen-ya Ajisen Artesanal,"['Japanese', 'Asian']",4.5,105
1353,Yesterday Restaurant,"['Mediterranean', 'Spanish']",5.0,74
1354,L'Atelier De Blai,"['Bar', 'Mediterranean']",4.5,204
1355,Fargo Cafe,"['Cafe', 'Mediterranean']",4.5,85
1356,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
1357,Ceviche 103,"['Peruvian', 'Latin']",4.0,805
1358,Restaurant Indian Shanti,"['Indian', 'Asian']",4.0,263
1359,Txokoa Barcelona,['Mediterranean'],4.0,174
1360,Dos Palillos,"['Japanese', 'Asian']",4.0,1303
1361,Petit Montjuic,"['Mediterranean', 'Arabic']",5.0,75
1362,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
1363,La Bodegueta,"['Bar', 'Mediterranean']",4.0,838
1364,Ryu Ramen,"['Japanese', 'Asian']",4.5,91
1365,ABaC,"['Catalan', 'International']",4.5,2273
1366,PicnicBCN,"['Spanish', 'Catalan']",5.0,58
1367,Roig Robi,"['Mediterranean', 'European']",4.0,321
1368,Jay's Japanese,['Japanese'],5.0,54
1369,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
1370,Kitchen Barcelona,"['Italian', 'Pizza']",4.5,117
1371,Hotel Restaurant La Ciudadela,"['Seafood', 'Spanish']",4.0,312
1372,Ugarit Sants,['$$ - $$$'],4.0,161
1373,Gresca,"['Mediterranean', 'European']",4.0,647
1374,Bliss,"['Cafe', 'Mediterranean']",4.0,368
1375,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
1376,Casa Madre - Taverna Moderna,['Spanish'],5.0,45
1377,La Pineda Xarcuteria,"['Mediterranean', 'Spanish']",4.0,287
1378,Restaurante Toc De Gralla,"['European', 'Deli']",4.5,123
1379,Bar Mut,"['Seafood', 'Mediterranean']",4.0,1379
1380,De Tapa Madre,"['Mediterranean', 'European']",4.0,1084
1381,Veganashi - Sushi Vegano,"['Japanese', 'Asian']",5.0,23
1382,Soco,"['Italian', 'Pizza']",4.0,361
1383,Espai Mescladis,"['Cafe', 'Mediterranean']",4.0,316
1384,El Escondite,"['Italian', 'Pizza']",4.5,86
1385,Buenaventura Cafe,"['European', 'Contemporary']",4.5,205
1386,El 68,"['Mediterranean', 'Spanish']",4.5,96
1387,Jay's Japanese,['Japanese'],5.0,54
1388,Nomo Sarria,"['Japanese', 'Sushi']",4.5,146
1389,La Particcela,"['Mediterranean', 'Bar']",4.5,102
1390,Asian Ways (Gotico),"['Asian', 'Japanese']",4.5,62
1391,Luigi,"['Italian', 'Pizza']",4.0,192
1392,L'Ostia,"['Mediterranean', 'European']",4.0,1170
1393,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
1394,Coleccion: Tapas y Cocteles,"['Spanish', 'Bar']",5.0,34
1395,Maharaja Restaurante,"['Indian', 'Asian']",4.0,305
1396,Bar Calders,"['Mexican', 'Bar']",4.0,352
1397,La Principal,"['Bar', 'Mediterranean']",4.0,298
1398,Marina Bay,"['Seafood', 'Mediterranean']",4.0,2019
1399,YUBI Barcelona,"['French', 'Japanese']",4.0,15
1400,Bronzo,"['Italian', 'Pizza']",4.5,184
1401,Aguaribay,"['Mediterranean', 'European']",4.5,298
1402,4 Gats,"['Mediterranean', 'European']",4.0,4870
1403,Celler de Tapas Edar,"['Bar', 'Spanish']",4.5,100
1404,Restaurante Dhaba,['Indian'],4.5,79
1405,Bivac,"['Italian', 'Mediterranean']",5.0,3
1406,La Cervesera Artesana,"['Bar', 'Pub']",4.0,189
1407,Mosquito,"['Chinese', 'Asian']",4.0,1357
1408,Terra d'Escudella,['Catalan'],4.0,280
1409,Kasarap Filipino Kitchen,"['Filipino', 'Asian']",5.0,57
1410,Habana Vieja Restaurant Cubano,"['Caribbean', 'Latin']",4.5,221
1411,Las Planchitas - Taqueria Mexicana,"['Mexican', 'Latin']",5.0,56
1412,Bella Venezia,['Italian'],5.0,102
1413,Carlitos,"['Spanish', 'Contemporary']",4.0,238
1414,PetitBar,"['Bar', 'Mediterranean']",4.5,80
1415,La Cava,"['Mediterranean', 'European']",4.5,155
1416,Tacos Tacos,"['Mexican', 'Bar']",4.0,328
1417,Corte & Brasa,"['Steakhouse', 'Latin']",4.5,124
1418,Restaurant Junca,"['Bar', 'Grill']",5.0,7
1419,La Strada Pizza Barcelona,"['Italian', 'Pizza']",4.5,110
1420,Reserva Iberica,"['European', 'Spanish']",4.5,139
1421,La Taberna de Sants,"['Mediterranean', 'Spanish']",4.5,244
1422,Makan Makan,"['Asian', 'Thai']",5.0,58
1423,Il Golfo di Napoli,"['Italian', 'Pizza']",4.0,246
1424,YUBI Barcelona,"['French', 'Japanese']",4.0,15
1425,De Tapadillo,"['Mediterranean', 'European']",4.0,271
1426,La Cantina Mexicana,"['Mexican', 'Central American']",4.0,453
1427,L' Empanadite,"['Street Food', 'Argentinean']",5.0,54
1428,El Filete Ruso,"['American', 'International']",4.0,590
1429,Bistrot Levante,"['Mediterranean', 'Healthy']",4.5,118
1430,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
1431,Totoro,"['Japanese', 'Sushi']",4.0,329
1432,Tutu Vietnamese Cuisine,"['Asian', 'Vietnamese']",4.5,161
1433,Barra Alta,"['Mediterranean', 'Spanish']",4.5,124
1434,Firo Tast,['Spanish'],4.0,372
1435,Los Platitos,"['Italian', 'Bar']",5.0,60
1436,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
1437,Boca Oreja,"['International', 'Mediterranean']",4.5,68
1438,A33 Pizzeria,"['Italian', 'Pizza']",5.0,130
1439,El Japones del Tragaluz,"['Japanese', 'Sushi']",4.0,605
1440,Mishima Sushi Bar,"['Japanese', 'Sushi']",4.0,194
1441,Acai&Me,"['Brazilian', 'Cafe']",5.0,62
